DEPARTAMENTO,MUNICIPIO,ESTADOS,VELOCIDAD_SUBIDA,VELOCIDAD_BAJADA,TRAFICO_MENSUAL_SUBIDA,TRAFICO_MENSUAL_BAJADA,USUARIOS_ACTIVOS_MES,INVERSION,ZONA,DIFICULTADACCESO,TIPO_CONECTIVIDAD
SUCRE,COROZAL,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
SUCRE,CAIMITO,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
CALDAS,MARULANDA,OPERACION,3.0,15.0,140.0,2115.0,975,142684114.0,RURAL,MEDIO,RADIO ENLACE
LA GUAJIRA,DISTRACCION,PREOPERACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
BOYACA,CHIQUIZA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
VALLE DEL CAUCA,ANSERMANUEVO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
BOYACA,MUZO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
HUILA,SAN AGUSTIN,INSTALACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
META,MESETAS,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
VALLE DEL CAUCA,DAGUA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
LA GUAJIRA,URIBIA,EN PLANEACION,5.0,21.0,0.0,0.0,0,142684114.0,RURAL,ALTO,EN DISEÑO
MAGDALENA,EL RETEN,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
VICHADA,CUMARIBO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MUY ALTO,EN DISEÑO
CORDOBA,PUERTO LIBERTADOR,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,MEDIO,EN DISEÑO
ANTIOQUIA,BARBOSA,EN PLANEACION,5.0,21.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
NARIÑO,SAN ANDRES DE TUMACO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,ALTO,EN DISEÑO
MAGDALENA,CIENAGA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
CUNDINAMARCA,ZIPAQUIRA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
ANTIOQUIA,TURBO,OPERACION,5.0,21.0,127.0,981.0,1533,142684114.0,RURAL,SIN INFORMACION,RADIO ENLACE
CORDOBA,PURISIMA,OPERACION,3.0,12.0,83.0,441.0,1072,142684114.0,RURAL,BAJO,SATELITAL
MAGDALENA,PIJIÑO DEL CARMEN,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
NORTE DE SANTANDER,ABREGO,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
BOLIVAR,SIMITI,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
GUAINIA,BARRANCO MINAS,EN PLANEACION,4.0,18.0,0.0,0.0,0,142684114.0,RURAL,MUY ALTO,EN DISEÑO
MAGDALENA,PIVIJAY,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MUY ALTO,EN DISEÑO
LA GUAJIRA,MAICAO,EN PLANEACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
CORDOBA,MONTERIA,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
TOLIMA,ESPINAL,EN PLANEACION,0.0,0.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
ANTIOQUIA,TARSO,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
BOYACA,CALDAS,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
MAGDALENA,CIENAGA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
PUTUMAYO,PUERTO CAICEDO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MEDIO,EN DISEÑO
CESAR,CHIMICHAGUA,OPERACION,3.0,15.0,27.0,185.0,572,142684114.0,RURAL,BAJO,RADIO ENLACE
ATLANTICO,SABANALARGA,OPERACION,5.0,21.0,129.0,883.0,5447,142684114.0,RURAL,SIN INFORMACION,RADIO ENLACE
ARAUCA,TAME,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MUY ALTO,EN DISEÑO
LA GUAJIRA,DIBULLA,PREOPERACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
NARIÑO,PASTO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
SANTANDER,ONZAGA,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,MEDIO,EN DISEÑO
NORTE DE SANTANDER,ABREGO,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
BOYACA,MARIPI,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
CESAR,CHIMICHAGUA,EN PLANEACION,4.0,18.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
META,PUERTO RICO,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
TOLIMA,VALLE DE SAN JUAN,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
META,VISTAHERMOSA,PREOPERACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
VALLE DEL CAUCA,LA CUMBRE,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
BOLIVAR,SANTA ROSA DEL SUR,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
SANTANDER,EL CARMEN DE CHUCURI,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
SANTANDER,BOLIVAR,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
ANTIOQUIA,SAN CARLOS,OPERACION,3.0,12.0,160.0,1432.0,1054,142684114.0,RURAL,BAJO,RADIO ENLACE
CALDAS,FILADELFIA,EN PLANEACION,0.0,0.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
MAGDALENA,CHIBOLO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MUY ALTO,EN DISEÑO
NARIÑO,GUACHUCAL,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
CAUCA,EL TAMBO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MEDIO,EN DISEÑO
META,EL CASTILLO,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,RADIO ENLACE
CESAR,EL COPEY,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
SUCRE,GUARANDA,INSTALACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,ALTO,RADIO ENLACE
SANTANDER,GIRON,PREOPERACION,5.0,21.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
VALLE DEL CAUCA,ANSERMANUEVO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
LA GUAJIRA,RIOHACHA,PREOPERACION,4.0,18.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
NARIÑO,SANTA BARBARA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
SUCRE,SAN LUIS DE SINCE,PREOPERACION,4.0,18.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,SATELITAL
TOLIMA,PRADO,PREOPERACION,4.0,18.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
ANTIOQUIA,NECOCLI,OPERACION,4.0,18.0,215.0,1670.0,4106,142684114.0,RURAL,BAJO,RADIO ENLACE
BOYACA,RAMIRIQUI,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
ANTIOQUIA,GIRARDOTA,PREOPERACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
CALDAS,NORCASIA,PREOPERACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
ANTIOQUIA,YALI,PREOPERACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
BOYACA,BRICEÑO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
CESAR,GAMARRA,INSTALACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
SANTANDER,GIRON,OPERACION,5.0,21.0,271.0,1068.0,2621,142684114.0,RURAL,SIN INFORMACION,RADIO ENLACE
TOLIMA,ALVARADO,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
VALLE DEL CAUCA,TULUA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
CAQUETA,SAN VICENTE DEL CAGUAN,EN PLANEACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,MEDIO,EN DISEÑO
PUTUMAYO,PUERTO CAICEDO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
NARIÑO,SAN ANDRES DE TUMACO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,ALTO,EN DISEÑO
GUAVIARE,CALAMAR,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
NORTE DE SANTANDER,ABREGO,EN PLANEACION,4.0,18.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
SANTANDER,GALAN,OPERACION,3.0,12.0,91.0,540.0,1061,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
CORDOBA,SAN JOSE DE URE,INSTALACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
ANTIOQUIA,APARTADO,PREOPERACION,5.0,21.0,0.0,0.0,0,142684114.0,RURAL,ALTO,EN DISEÑO
BOLIVAR,SAN PABLO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MUY ALTO,EN DISEÑO
MAGDALENA,NUEVA GRANADA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
HUILA,TIMANA,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
GUAVIARE,SAN JOSE DEL GUAVIARE,EN PLANEACION,4.0,18.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
MAGDALENA,PIVIJAY,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MUY ALTO,EN DISEÑO
CORDOBA,SAN PELAYO,OPERACION,4.0,18.0,215.0,1528.0,4479,142684114.0,RURAL,SIN INFORMACION,RADIO ENLACE
QUINDIO,PIJAO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
LA GUAJIRA,RIOHACHA,OPERACION,3.0,15.0,72.0,384.0,1153,142684114.0,RURAL,BAJO,RADIO ENLACE
CAUCA,ALMAGUER,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,ALTO,EN DISEÑO
META,CABUYARO,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
ANTIOQUIA,CAMPAMENTO,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
META,VILLAVICENCIO,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
LA GUAJIRA,FONSECA,INSTALACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
LA GUAJIRA,DIBULLA,EN PLANEACION,4.0,18.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
MAGDALENA,SAN SEBASTIAN DE BUENAVISTA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,ALTO,EN DISEÑO
CAUCA,INZA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
CAUCA,PATIA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
CAUCA,EL TAMBO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
CESAR,CHIMICHAGUA,OPERACION,3.0,15.0,40.0,245.0,816,142684114.0,RURAL,BAJO,RADIO ENLACE
CORDOBA,TUCHÍN,PREOPERACION,5.0,21.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
CORDOBA,LOS CORDOBAS,OPERACION,3.0,15.0,39.0,285.0,1357,142684114.0,RURAL,BAJO,SATELITAL
CAUCA,LA VEGA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
TOLIMA,FRESNO,EN PLANEACION,0.0,0.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
CHOCO,RIO IRO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MUY ALTO,EN DISEÑO
CORDOBA,MOÑITOS,OPERACION,3.0,12.0,11.0,108.0,577,142684114.0,RURAL,BAJO,RADIO ENLACE
NORTE DE SANTANDER,TOLEDO,PREOPERACION,5.0,21.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
BOYACA,OTANCHE,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
ARAUCA,SARAVENA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
GUAVIARE,EL RETORNO,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
SUCRE,SUCRE,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,ALTO,EN DISEÑO
CALDAS,PACORA,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,RADIO ENLACE
CORDOBA,TUCHÍN,PREOPERACION,5.0,21.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
SANTANDER,ONZAGA,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,MEDIO,EN DISEÑO
CORDOBA,MONTERIA,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
NARIÑO,LA CRUZ,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
BOYACA,TOPAGA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
CASANARE,NUNCHIA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
BOYACA,GsICAN,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
VALLE DEL CAUCA,BOLIVAR,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
NORTE DE SANTANDER,TIBU,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
SUCRE,OVEJAS,OPERACION,4.0,18.0,23.0,136.0,1277,142684114.0,RURAL,BAJO,SATELITAL
CAUCA,GUAPI,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
CUNDINAMARCA,FOSCA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
CORDOBA,LORICA,OPERACION,3.0,12.0,51.0,234.0,1240,142684114.0,RURAL,BAJO,RADIO ENLACE
CORDOBA,CHIMA,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
BOYACA,MACANAL,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
GUAVIARE,SAN JOSE DEL GUAVIARE,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,MUY ALTO,EN DISEÑO
SANTANDER,GUADALUPE,EN PLANEACION,0.0,0.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
GUAVIARE,EL RETORNO,EN PLANEACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
CORDOBA,BUENAVISTA,PREOPERACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
VICHADA,LA PRIMAVERA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,ALTO,EN DISEÑO
LA GUAJIRA,MANAURE,PREOPERACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
CUNDINAMARCA,VILLAPINZON,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
NORTE DE SANTANDER,SALAZAR,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
ANTIOQUIA,ITUANGO,EN PLANEACION,4.0,18.0,0.0,0.0,0,142684114.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
NORTE DE SANTANDER,SAN CALIXTO,PREOPERACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
SANTANDER,ALBANIA,OPERACION,3.0,12.0,12.0,86.0,155,142684114.0,RURAL,SIN INFORMACION,RADIO ENLACE
LA GUAJIRA,URIBIA,EN PLANEACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
HUILA,ISNOS,INSTALACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
VALLE DEL CAUCA,RESTREPO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
LA GUAJIRA,MANAURE,OPERACION,5.0,21.0,210.0,1074.0,3751,142684114.0,RURAL,SIN INFORMACION,SATELITAL
ATLANTICO,SABANALARGA,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
TOLIMA,ORTEGA,OPERACION,3.0,12.0,19.0,136.0,684,142684114.0,RURAL,BAJO,RADIO ENLACE
CUNDINAMARCA,GUACHETA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
RISARALDA,PUEBLO RICO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MEDIO,EN DISEÑO
SANTANDER,GIRON,OPERACION,3.0,15.0,21.0,118.0,701,142684114.0,RURAL,SIN INFORMACION,RADIO ENLACE
ANTIOQUIA,NECOCLI,EN PLANEACION,4.0,18.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
CESAR,LA JAGUA DE IBIRICO,EN PLANEACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
MAGDALENA,SABANAS DE SAN ANGEL,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MUY ALTO,EN DISEÑO
CASANARE,YOPAL,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
SAN ANDRES Y PROVIDENCIA,PROVIDENCIA,EN PLANEACION,4.0,18.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
SANTANDER,ZAPATOCA,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
SUCRE,SAN MARCOS,PREOPERACION,5.0,21.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
ANTIOQUIA,AMALFI,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
LA GUAJIRA,RIOHACHA,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
QUINDIO,QUIMBAYA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
SUCRE,COLOSO,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
ANTIOQUIA,COCORNA,OPERACION,5.0,21.0,88.0,601.0,1281,142684114.0,RURAL,SIN INFORMACION,RADIO ENLACE
BOYACA,PAJARITO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
SANTANDER,VELEZ,EN PLANEACION,0.0,0.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
MAGDALENA,CONCORDIA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MEDIO,EN DISEÑO
CAUCA,BOLIVAR,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
VICHADA,CUMARIBO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MUY ALTO,EN DISEÑO
CESAR,LA GLORIA,EN PLANEACION,5.0,21.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
CESAR,SAN ALBERTO,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
CAQUETA,CARTAGENA DEL CHAIRA,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
NARIÑO,SANTA BARBARA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
SANTANDER,BARICHARA,EN PLANEACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
CORDOBA,SAN BERNARDO DEL VIENTO,OPERACION,4.0,18.0,177.0,1208.0,3229,142684114.0,RURAL,BAJO,RADIO ENLACE
SUCRE,SAN ONOFRE,OPERACION,3.0,15.0,31.0,253.0,1323,142684114.0,RURAL,BAJO,RADIO ENLACE
CESAR,AGUACHICA,OPERACION,3.0,15.0,138.0,1116.0,2221,142684114.0,RURAL,BAJO,RADIO ENLACE
ANTIOQUIA,ANORI,EN PLANEACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
PUTUMAYO,VILLAGARZON,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
ANTIOQUIA,COPACABANA,OPERACION,3.0,12.0,12.0,102.0,363,142684114.0,RURAL,MEDIO,SATELITAL
SANTANDER,LANDAZURI,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,MEDIO,EN DISEÑO
TOLIMA,CHAPARRAL,EN PLANEACION,4.0,18.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
ANTIOQUIA,URRAO,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,MEDIO,EN DISEÑO
BOYACA,CAMPOHERMOSO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,BAJO,EN DISEÑO
ANTIOQUIA,CAREPA,PREOPERACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
PUTUMAYO,PUERTO ASIS,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MEDIO,EN DISEÑO
CESAR,AGUSTIN CODAZZI,EN PLANEACION,5.0,21.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
CAQUETA,CARTAGENA DEL CHAIRA,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
CORDOBA,BUENAVISTA,INSTALACION,3.0,15.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
TOLIMA,SALDAÑA,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,BAJO,EN DISEÑO
QUINDIO,GENOVA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
CESAR,PAILITAS,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
ANTIOQUIA,CALDAS,EN PLANEACION,5.0,21.0,0.0,0.0,0,142684114.0,RURAL,PENDIENTE CLASIFICAR,EN DISEÑO
MAGDALENA,CIENAGA,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
CHOCO,MEDIO BAUDO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MEDIO,EN DISEÑO
VALLE DEL CAUCA,TRUJILLO,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,SIN INFORMACION,EN DISEÑO
SANTANDER,CHARALA,PREOPERACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
MAGDALENA,PIVIJAY,EN PLANEACION,0.0,0.0,0.0,0.0,0,162779223.0,RURAL,MUY ALTO,EN DISEÑO
CALDAS,RIOSUCIO,OPERACION,3.0,15.0,1.0,7.0,48,142684114.0,RURAL,MUY ALTO,RADIO ENLACE
GUAVIARE,CALAMAR,EN PLANEACION,3.0,12.0,0.0,0.0,0,142684114.0,RURAL,SIN INFORMACION,EN DISEÑO
